,Vector1,,,Vector2,,,Vector3,,,Vector4,,,Vector5,,,Vector6,,,Vector7,,
765,-1.69E-04,1.23E-05,3.96E-07,2.29E-05,1.24E-05,1.35E-06,-5.37E-05,1.29E-05,2.26E-06,1.24E-05,-2.24E-05,3.53E-06,1.94E-04,-1.21E-06,-2.97E-05,1.71E-05,9.30E-06,1.37E-05,-2.14E-05,6.17E-06,1.33E-05
770,-1.66E-04,1.14E-05,5.69E-08,2.77E-05,1.15E-05,1.06E-06,-5.80E-05,1.15E-05,2.40E-06,1.13E-05,-2.72E-05,2.54E-06,1.92E-04,-2.91E-06,-2.88E-05,2.22E-05,1.08E-05,1.37E-05,-2.87E-05,7.81E-06,1.33E-05
775,-1.64E-04,1.29E-05,1.80E-07,2.86E-05,1.29E-05,9.05E-07,-5.46E-05,1.30E-05,2.64E-06,1.29E-05,-2.82E-05,2.19E-06,1.79E-04,-5.33E-06,-2.78E-05,2.37E-05,1.31E-05,1.33E-05,-3.53E-05,1.02E-05,1.35E-05
780,-1.61E-04,1.35E-05,1.90E-07,2.96E-05,1.35E-05,7.76E-07,-5.32E-05,1.36E-05,2.80E-06,1.35E-05,-2.92E-05,1.85E-06,1.65E-04,-7.01E-06,-2.68E-05,2.49E-05,1.46E-05,1.31E-05,-4.05E-05,1.18E-05,1.36E-05
785,-1.58E-04,1.36E-05,1.71E-07,3.02E-05,1.36E-05,6.81E-07,-5.25E-05,1.36E-05,2.89E-06,1.36E-05,-2.98E-05,1.58E-06,1.52E-04,-8.24E-06,-2.58E-05,2.58E-05,1.57E-05,1.29E-05,-4.45E-05,1.29E-05,1.38E-05
790,-1.54E-04,1.34E-05,1.50E-07,3.05E-05,1.34E-05,6.15E-07,-5.22E-05,1.34E-05,2.92E-06,1.34E-05,-3.02E-05,1.39E-06,1.39E-04,-9.16E-06,-2.49E-05,2.63E-05,1.65E-05,1.27E-05,-4.78E-05,1.36E-05,1.39E-05
795,-1.49E-04,1.31E-05,1.34E-07,3.06E-05,1.31E-05,5.73E-07,-5.21E-05,1.31E-05,2.91E-06,1.31E-05,-3.02E-05,1.26E-06,1.28E-04,-9.86E-06,-2.40E-05,2.65E-05,1.71E-05,1.25E-05,-5.04E-05,1.42E-05,1.40E-05
800,-1.45E-04,1.27E-05,1.26E-07,3.04E-05,1.27E-05,5.51E-07,-5.22E-05,1.26E-05,2.88E-06,1.27E-05,-3.00E-05,1.17E-06,1.17E-04,-1.04E-05,-2.32E-05,2.64E-05,1.75E-05,1.23E-05,-5.26E-05,1.46E-05,1.41E-05
805,-0.22724304,0.091025565,1.36E-04,0.121815972,0.090994096,3.18E-04,-0.032187807,0.087749859,0.024075444,0.090992711,-0.121831275,1.76E-04,-9.887924707,0.004447095,-0.066897645,0.111986848,0.046633004,0.048077569,2.204773772,0.037977779,0.055232457
810,-0.166116752,-0.234467218,-0.006613792,0.152388861,-0.23448403,-0.001854059,-0.053122932,-0.225187013,-0.065137781,-0.234484707,-0.15241654,-0.001392327,-9.860482299,-0.097550511,0.173842183,0.139506332,-0.189921411,0.061531865,-0.062410637,-0.186984427,0.063854805
815,-1.9571101,-0.18349271,-0.034453891,0.983021911,-0.18638598,0.005192637,0.010515484,-0.176226744,-0.060911972,-0.186386612,-0.983076524,0.004991315,-8.664774134,-0.274117749,0.365677528,0.887363061,-0.166582716,0.423473677,0.734109914,-0.164187794,0.423275755
820,-1.003973274,0.027307981,-0.108401016,0.108227454,-0.032674254,-0.10274407,0.441199458,0.014712802,-0.10753493,-0.03271858,-0.108113429,-0.103299685,-6.075898023,-0.226144778,-0.461516617,0.139232017,-0.489983039,-0.061756187,0.497211505,-0.490162938,-0.059867754
825,0.174794784,-0.071949316,-0.18570616,0.626562345,-0.184273008,-0.061451277,0.213400925,-0.145181333,-0.129396762,-0.184240644,-0.626405451,-0.060910085,-0.794169119,-0.091038646,0.499912928,0.605212784,0.489289002,0.171261991,-0.428250776,0.484514659,0.184138252
830,0.242843847,-0.158999498,-0.13626343,0.082164365,-0.205610239,0.040548792,-0.137022878,-0.203262921,-0.050717523,-0.205610401,-0.082132999,0.04059619,-0.145310338,-0.069259567,-0.05858302,0.058339975,-0.057348578,0.071007776,0.113491247,-0.063296695,0.067505214
835,0.753068675,-0.22835365,-0.155171548,0.019113888,-0.268838729,0.063220546,-0.428535435,-0.266851784,-0.070868259,-0.268841357,-0.019097655,0.063218955,-0.039908667,-0.064568642,-0.023261449,-0.010294028,-0.022537163,0.065524614,0.276458009,-0.026248412,0.064612387
840,0.63971273,0.169513254,0.091474184,-0.350872126,0.1880671,-0.041440563,-0.085284683,0.185710349,0.050968534,0.188079676,0.350884137,-0.041474529,-0.307246622,0.182371799,-0.207278029,-0.302941675,-0.206906828,-0.18210652,0.833458193,-0.215895879,-0.170854282
845,0.502122771,-0.183632652,-0.071988489,-0.109066998,-0.194332822,0.034266733,-0.179981283,-0.189408406,-0.055045916,-0.194327474,0.10907931,0.034397903,-0.115361597,0.007736763,-0.163046035,-0.114720643,-0.162947276,-0.007633246,0.191668173,-0.16299276,0.025841035
850,0.343568722,-0.235770772,-0.055433179,-0.096909958,-0.23611447,0.05391272,-0.081691196,-0.235984402,-0.054195558,-0.236119416,0.096867688,0.053895843,-0.11015843,-0.0150479,-0.131533558,-0.110063824,-0.131492445,0.015083262,0.194497503,-0.122885566,0.05174168
855,0.7371065,0.049788808,0.012939021,-0.373775171,0.051100793,-0.005755021,-0.065202396,0.04888449,0.015888408,0.051113006,0.37376564,-0.005844282,-0.344583246,0.144969516,-0.049171002,-0.344577879,-0.049156165,-0.144960804,0.471050371,-0.092232267,-0.12141655
860,0.583419236,-0.193465604,0.044510076,-0.258141005,-0.18103265,0.081340634,-5.23E-04,-0.198268543,0.00851436,-0.181029707,0.258148144,0.081314456,-0.269228948,0.028343167,0.017243616,-0.269229026,0.017246695,-0.028339344,0.150099142,0.00486093,-0.032419534
865,0.377908999,-0.087391702,0.03956635,-0.190775773,-0.084478058,0.045093174,0.028069239,-0.094690778,0.014611239,-0.084476303,0.190778057,0.045078035,-0.191998503,0.039873953,0.004891332,-0.191998418,0.004894608,-0.039872762,0.093762241,-0.013137743,-0.037916528
870,0.005707613,-0.002639309,2.02E-04,9.43E-04,-0.002985352,-3.74E-04,-0.002950984,-0.002693546,-0.001047653,-0.002987405,-9.43E-04,-3.83E-04,9.70E-04,1.35E-04,-4.84E-05,0.001031581,-7.63E-05,-1.52E-04,-0.001354591,-2.38E-04,-1.11E-05
875,0.001099627,-3.96E-04,9.22E-05,2.53E-04,-5.09E-04,-1.14E-04,-4.49E-04,-4.41E-04,-1.85E-04,-5.10E-04,-2.54E-04,-1.16E-04,2.68E-04,5.37E-05,1.33E-04,2.84E-04,1.22E-04,-6.07E-05,-5.20E-04,4.81E-05,-7.49E-05
880,-7.94E-05,1.09E-04,4.90E-05,7.03E-05,7.24E-05,-2.88E-05,1.32E-04,7.83E-05,2.53E-05,7.22E-05,-7.05E-05,-3.22E-05,7.87E-05,2.37E-05,1.35E-04,8.12E-05,1.32E-04,-2.50E-05,-2.14E-04,9.56E-05,-7.29E-05
885,-4.38E-04,2.56E-04,3.44E-05,1.33E-05,2.44E-04,-5.74E-07,3.01E-04,2.30E-04,8.84E-05,2.44E-04,-1.33E-05,-4.42E-06,1.82E-05,1.28E-05,1.31E-04,1.74E-05,1.31E-04,-1.20E-05,-1.11E-04,1.08E-04,-6.93E-05
890,-5.39E-04,2.93E-04,2.93E-05,-4.01E-06,2.89E-04,8.79E-06,3.44E-04,2.70E-04,1.06E-04,2.89E-04,4.08E-06,4.87E-06,-7.41E-07,8.35E-06,1.27E-04,-2.36E-06,1.28E-04,-6.94E-06,-7.62E-05,1.10E-04,-6.61E-05
895,-5.60E-04,2.97E-04,2.74E-05,-8.78E-06,2.96E-04,1.19E-05,3.49E-04,2.75E-04,1.09E-04,2.96E-04,8.86E-06,8.06E-06,-6.32E-06,6.19E-06,1.24E-04,-8.17E-06,1.25E-04,-4.59E-06,-6.34E-05,1.09E-04,-6.35E-05
900,-5.61E-04,2.94E-04,2.65E-05,-1.03E-05,2.94E-04,1.29E-05,3.46E-04,2.73E-04,1.08E-04,2.94E-04,1.04E-05,9.14E-06,-8.26E-06,5.25E-06,1.22E-04,-1.02E-05,1.23E-04,-3.67E-06,-5.79E-05,1.08E-04,-6.22E-05
905,9.977465075,0.043961163,-0.003846714,-0.022350806,0.04127749,0.006601186,0.030804278,0.037162928,0.018978477,0.041283724,0.022248426,0.00645146,0.105149632,0.004310579,0.002543222,-0.022490655,0.002636224,-0.004312714,-0.493826953,2.96E-04,-0.005196746
910,10.00271022,0.011539887,-0.034054843,0.002684042,0.023428132,0.025631272,0.024056748,0.014191831,0.031457911,0.023432316,-0.002614629,0.02552268,-0.066284246,-0.024166075,-0.091270705,-0.008751363,-0.091402778,0.023822417,0.264342676,-0.071298798,0.061893031
915,5.02274685,0.07135749,0.064494942,-0.05119898,-0.091917104,-0.029549295,0.008618733,-0.07838169,-0.056472703,-0.091891078,0.051303042,-0.029636982,0.234211866,0.050285974,0.036399432,-0.032848354,0.037659306,-0.049620519,0.260304096,0.011255662,-0.061285586
920,-0.046201316,0.313686674,0.279921283,0.251755701,-0.390895458,-0.144988057,-0.491041963,-0.328134225,-0.256623279,-0.390874203,-0.251789377,-0.145254494,0.628282164,0.006165164,0.214988481,0.290666044,0.215365968,-0.00154677,-2.107095204,0.205101462,-0.059993378
925,-0.341040477,0.184764384,0.004698565,-0.242358081,-0.172002972,0.068730393,0.031176257,-0.184617824,0.008907501,-0.172005706,0.242338947,0.068812722,0.011517068,0.060019943,-0.11000194,-0.242887762,-0.105620419,-0.067182044,0.649260101,-0.11003585,-0.054707816
930,-0.024137153,-0.020310316,-0.003455631,0.007039043,0.020138059,-0.004172076,0.009392921,0.020313903,0.002625509,0.020146872,-0.00688074,-0.004372311,-0.368505465,0.001892235,0.03429922,0.008068298,0.034479054,-6.81E-04,-0.274145565,0.03422685,-0.004437933
935,-0.01105922,-4.70E-04,4.59E-04,-8.05E-04,2.89E-04,-4.05E-04,4.21E-04,3.95E-04,-2.46E-04,2.90E-04,8.13E-04,-4.85E-04,0.015218644,9.47E-04,0.001139106,-3.82E-04,0.001200013,-9.78E-04,-0.021932598,0.001185263,-7.80E-04
940,-0.003406967,-1.87E-04,1.39E-04,-3.84E-05,1.30E-04,-1.35E-04,1.56E-04,1.65E-04,-7.34E-05,1.30E-04,3.80E-05,-1.59E-04,0.003296929,1.85E-04,4.28E-04,7.18E-05,4.44E-04,-1.93E-04,-0.006137337,4.53E-04,-1.31E-04
945,-0.001038608,-5.93E-05,8.53E-05,7.06E-05,2.86E-05,-6.69E-05,-7.62E-06,4.93E-05,-5.10E-05,2.87E-05,-7.22E-05,-7.27E-05,3.37E-04,3.02E-05,1.92E-04,1.07E-04,1.94E-04,-3.20E-05,-0.001926396,2.00E-04,-1.49E-05
950,-3.33E-04,-2.94E-05,4.55E-05,-3.79E-05,1.61E-05,-3.33E-05,8.15E-05,3.79E-05,-4.50E-05,1.60E-05,2.98E-05,-2.26E-05,1.73E-05,4.60E-06,6.42E-05,-1.15E-05,5.74E-05,-7.95E-06,-5.69E-04,5.34E-05,1.16E-05
955,-1.55E-05,2.26E-05,2.96E-05,-9.35E-05,-2.57E-05,-2.27E-06,5.57E-05,-9.72E-06,-3.22E-05,-2.58E-05,8.54E-05,1.28E-05,-9.30E-05,-3.57E-06,-1.01E-05,-8.09E-05,-1.85E-05,-2.69E-07,-5.39E-05,-2.40E-05,2.09E-05
960,9.18E-05,3.58E-05,2.72E-05,-8.53E-05,-3.72E-05,4.11E-06,2.89E-05,-2.44E-05,-2.70E-05,-3.73E-05,7.84E-05,1.79E-05,-1.27E-04,-7.30E-06,-2.08E-05,-7.84E-05,-2.83E-05,4.09E-06,7.51E-05,-3.31E-05,2.16E-05
965,1.18E-04,4.12E-05,2.59E-05,-7.00E-05,-4.23E-05,5.87E-06,6.87E-06,-3.18E-05,-2.36E-05,-4.24E-05,6.43E-05,1.77E-05,-1.44E-04,-9.10E-06,-1.98E-05,-6.64E-05,-2.61E-05,6.53E-06,1.04E-04,-2.99E-05,2.06E-05
970,1.17E-04,4.41E-05,2.46E-05,-5.61E-05,-4.53E-05,6.62E-06,-1.02E-05,-3.66E-05,-2.09E-05,-4.53E-05,5.16E-05,1.67E-05,-1.56E-04,-1.01E-05,-1.68E-05,-5.49E-05,-2.21E-05,8.07E-06,1.07E-04,-2.49E-05,1.95E-05
975,1.08E-04,4.62E-05,2.33E-05,-4.52E-05,-4.74E-05,7.16E-06,-2.32E-05,-4.03E-05,-1.86E-05,-4.75E-05,4.15E-05,1.57E-05,-1.65E-04,-1.07E-05,-1.42E-05,-4.58E-05,-1.86E-05,9.08E-06,1.02E-04,-2.07E-05,1.85E-05
980,9.72E-05,4.75E-05,2.20E-05,-3.64E-05,-4.87E-05,7.57E-06,-3.30E-05,-4.28E-05,-1.67E-05,-4.88E-05,3.35E-05,1.49E-05,-1.72E-04,-1.11E-05,-1.19E-05,-3.85E-05,-1.56E-05,9.81E-06,9.55E-05,-1.71E-05,1.76E-05
985,8.69E-05,4.83E-05,2.07E-05,-2.95E-05,-4.95E-05,7.89E-06,-4.01E-05,-4.45E-05,-1.51E-05,-4.95E-05,2.71E-05,1.43E-05,-1.78E-04,-1.14E-05,-1.01E-05,-3.26E-05,-1.32E-05,1.03E-05,8.97E-05,-1.41E-05,1.68E-05
990,7.75E-05,4.87E-05,1.94E-05,-2.40E-05,-4.98E-05,8.17E-06,-4.53E-05,-4.57E-05,-1.38E-05,-4.99E-05,2.21E-05,1.38E-05,-1.82E-04,-1.16E-05,-8.55E-06,-2.80E-05,-1.13E-05,1.07E-05,8.46E-05,-1.18E-05,1.62E-05
995,6.90E-05,4.88E-05,1.83E-05,-1.97E-05,-4.98E-05,8.42E-06,-4.89E-05,-4.63E-05,-1.26E-05,-4.99E-05,1.82E-05,1.34E-05,-1.86E-04,-1.18E-05,-7.34E-06,-2.44E-05,-9.70E-06,1.10E-05,8.03E-05,-9.94E-06,1.57E-05
1000,6.13E-05,4.87E-05,1.71E-05,-1.64E-05,-4.96E-05,8.63E-06,-5.12E-05,-4.66E-05,-1.15E-05,-4.96E-05,1.51E-05,1.31E-05,-1.89E-04,-1.18E-05,-6.38E-06,-2.16E-05,-8.46E-06,1.12E-05,7.65E-05,-8.46E-06,1.53E-05
1005,-9.954307802,-0.018945606,0.022521076,0.045610013,-0.003391409,-0.028672361,1.16146798,0.005392981,-0.028519924,-0.003370924,-0.045579268,-0.028473558,-0.047779312,1.14E-04,-0.007488622,0.053497563,-0.007532469,-2.63E-04,-0.044096749,-0.00759418,8.15E-04
1010,-10.29838293,0.020415476,0.233587219,-0.298570709,-0.143230507,0.181976052,-0.887472554,-0.132212405,0.189081507,-0.143326252,0.29855299,0.1812256,-0.394638544,-0.001530348,0.279956645,-0.348707514,0.279851755,0.002934855,0.375603984,0.278515174,-0.028223994
1015,-2.687667924,1.253038102,0.228125507,0.029248781,1.268758325,-0.139548085,1.354077016,1.229288433,-0.337902615,1.268770089,-0.029216672,-0.13967568,0.090705902,0.105037363,0.331522746,0.097370485,0.3315445,-0.104842656,-0.051723202,0.313174148,-0.150524762
1020,-1.5819156,0.406163257,0.15726468,0.456205652,0.405423505,-0.1746049,0.647251918,0.303785412,-0.32942958,0.405396535,-0.456502604,-0.174790643,-0.711436318,-0.031233409,0.489702003,0.487325498,0.489455055,0.031407989,-0.028592203,0.489566746,-0.028985857
1025,-2.544828703,-0.037897871,0.256023594,-0.165329024,0.235288924,0.074613971,0.448025996,0.239809605,-0.042586073,0.235236342,0.165078885,0.074834922,0.146579925,-0.005746425,0.24596195,-0.18144637,0.245950265,-0.003293602,0.148507225,0.245213995,-0.019689862
1030,-0.612611371,-0.12062994,0.137688401,-0.266356623,0.133408941,0.114847412,0.543074568,0.172181358,0.019929597,0.133405518,0.26634054,0.114770916,0.352464813,-3.82E-04,-0.084386888,-0.290011421,-0.08416887,-0.003530697,0.305343557,-0.083616783,0.008997784
1035,-0.393579372,-0.108307312,-0.087210977,-0.343309599,-0.087533106,0.104345775,0.442390653,-4.91E-04,0.133671987,-0.087539473,0.343308492,0.104299027,-0.200993372,0.002307462,-0.240021477,-0.357165041,-0.237636071,-0.03345214,0.342626394,-0.238293855,0.027354833
1040,-0.259586983,-0.078844427,-0.012219495,-0.252260651,-0.012205547,0.077690168,0.273425927,0.048369518,0.061081853,-0.012209582,0.252186149,0.077749394,0.236687764,9.67E-04,-0.121616409,-0.263334326,-0.120737273,-0.016040506,0.327894786,-0.118243533,0.030351986
1045,-0.097974498,-0.028726658,0.001006186,-0.096909367,0.001018363,0.028351524,0.105275199,0.022790465,0.016784346,0.001018454,0.096907942,0.028343629,0.109398357,-7.11E-05,-0.032442866,-0.100767563,-0.031830489,-0.006355927,0.110142999,-0.031354824,0.008752873
1050,-0.029431811,-0.011287264,0.011959181,-0.02927672,0.011941994,0.011156163,0.059615093,0.016272815,-0.002570791,0.011940768,0.029284352,0.011151652,0.064175229,-8.54E-04,-8.22E-04,-0.03136082,-0.00101312,6.39E-04,0.038220352,-5.86E-04,0.001362127
1055,-0.040985715,-0.01440201,0.012052558,-0.040963349,0.012047024,0.014359014,0.066685182,0.018759071,-7.96E-04,0.012046367,0.040965852,0.014357253,0.073994304,-2.16E-04,-0.003015188,-0.043415933,-0.00302808,-3.48E-04,0.042398417,-0.002843026,0.001178402
1060,-0.020971161,-0.00757158,0.006177435,-0.020967714,0.006175562,0.00755748,0.036648754,0.009761945,-4.55E-04,0.006174569,0.020970735,0.007550191,0.040953979,-3.70E-04,-0.00163219,-0.022288217,-0.001666181,3.43E-05,0.023646898,-0.001444146,8.27E-04
1065,-2.91E-04,-7.87E-05,-3.25E-05,-2.91E-04,-3.30E-05,7.41E-05,2.02E-04,5.09E-05,6.05E-05,-3.29E-05,2.91E-04,6.92E-05,2.51E-04,1.58E-05,-6.62E-05,-2.96E-04,-6.26E-05,-3.14E-05,1.94E-04,-6.80E-05,1.44E-05
1070,4.89E-04,1.97E-04,-4.29E-04,4.88E-04,-4.29E-04,-1.98E-04,-0.001305034,-3.93E-04,2.41E-04,-4.29E-04,-4.88E-04,-2.11E-04,-0.001496811,2.92E-05,-1.28E-04,5.38E-04,-1.14E-04,-5.19E-05,-7.85E-04,-1.22E-04,6.17E-06
1075,2.35E-06,1.86E-05,-1.20E-04,2.29E-06,-1.20E-04,-1.91E-05,-2.20E-04,-8.01E-05,8.90E-05,-1.20E-04,-2.25E-06,-2.28E-05,-3.33E-04,1.04E-05,-8.25E-05,1.20E-05,-7.73E-05,-2.60E-05,-7.53E-05,-7.95E-05,1.29E-05
1080,-1.43E-04,-3.45E-05,-2.83E-05,-1.43E-04,-2.83E-05,3.43E-05,1.03E-04,1.27E-05,4.43E-05,-2.83E-05,1.43E-04,3.32E-05,1.32E-05,4.73E-06,-7.01E-05,-1.45E-04,-6.73E-05,-1.85E-05,1.36E-04,-6.78E-05,1.51E-05
1085,-1.75E-04,-4.63E-05,-7.36E-06,-1.75E-04,-7.36E-06,4.62E-05,1.76E-04,3.35E-05,3.40E-05,-7.35E-06,1.75E-04,4.57E-05,9.09E-05,3.36E-06,-6.75E-05,-1.80E-04,-6.52E-05,-1.67E-05,1.85E-04,-6.52E-05,1.57E-05
1090,-1.80E-04,-4.83E-05,-3.20E-06,-1.80E-04,-3.20E-06,4.83E-05,1.90E-04,3.74E-05,3.18E-05,-3.20E-06,1.80E-04,4.79E-05,1.05E-04,3.04E-06,-6.67E-05,-1.86E-04,-6.46E-05,-1.62E-05,1.93E-04,-6.45E-05,1.57E-05
1095,-1.79E-04,-4.79E-05,-2.82E-06,-1.79E-04,-2.82E-06,4.79E-05,1.89E-04,3.72E-05,3.13E-05,-2.82E-06,1.79E-04,4.76E-05,1.03E-04,2.93E-06,-6.60E-05,-1.84E-04,-6.39E-05,-1.60E-05,1.93E-04,-6.38E-05,1.56E-05
1100,-1.63E-04,-4.26E-05,-9.72E-06,-1.63E-04,-9.72E-06,4.26E-05,1.59E-04,2.91E-05,3.39E-05,-9.71E-06,1.63E-04,4.21E-05,6.93E-05,3.18E-06,-6.56E-05,-1.68E-04,-6.33E-05,-1.61E-05,1.73E-04,-6.33E-05,1.52E-05
1105,0.170601326,0.021798434,-0.065331604,0.084075524,-0.065558929,-0.021732713,-0.633717133,-0.05716035,0.039189434,-0.065552576,-0.083428721,-0.021862415,0.159525357,-0.019933114,-0.05819898,0.084832724,-0.060856005,0.006475994,0.136521501,-0.049739178,0.035510912
1110,0.349585817,-0.024374912,-0.006978903,-0.189082668,-0.008254707,0.023999361,0.635973288,0.01455398,0.020609417,-0.008239199,0.189131965,0.024081628,0.383029074,0.048150494,0.010826828,-0.18658032,0.030909388,-0.039837278,0.202602047,0.005174789,-0.049768107
1115,0.755276747,-0.211480078,0.469745296,-0.977246481,0.426179882,0.289108959,1.473109368,0.463127919,-0.225033282,0.426267749,0.97718962,0.28880051,8.982333559,0.40796121,0.316862256,-1.017793648,0.516922273,-0.044820947,0.151689485,0.388353763,-0.34310069
1120,-0.669348592,-0.078977915,0.85492016,-0.752386694,0.767873814,0.38105525,-1.473783914,0.590696902,-0.625480215,0.767838428,0.752458408,0.38099626,9.173622159,0.534367317,-0.550161507,-0.836124723,0.748913634,0.109520877,-0.768610085,0.603799024,-0.456421022
1125,-1.203902548,-0.382459837,0.233027531,0.179591494,0.182915854,0.406558566,-1.092661704,0.438824624,0.095213275,0.182876024,-0.179630494,0.406404453,10.03240168,-0.512206319,-0.883434294,0.012942731,0.924153715,0.443453996,-1.159608714,1.000447848,-0.214589047
1130,2.053877253,1.368112665,-1.427720685,2.256783,-1.399906788,-1.392425988,-1.339517864,-1.860956153,-0.654880409,-1.399312975,-2.256784165,-1.391833524,2.383488059,1.243562766,0.298753941,2.6513517,-1.260510659,-0.102937033,0.222365508,-1.245597857,0.253937856
1135,0.157835062,0.70250564,-2.466928563,0.188626445,-2.466486724,-0.706585086,-2.186620351,-2.3062347,-1.062154364,-2.466569443,-0.18872404,-0.706604657,0.482656019,1.490092344,0.665205886,0.571244508,-1.573752695,-0.443866643,1.710157317,-1.617322106,-0.305389326
1140,0.194931141,0.063257459,0.016499647,0.117275289,0.014926902,-0.062555709,0.119838658,0.042060746,-0.101416817,0.014870557,-0.11698524,-0.062493734,0.12049796,-0.036535135,-0.02062666,0.131120778,0.03421955,0.019728574,0.103115672,0.034788866,0.013712261
1145,0.022970515,-0.01611822,-0.018787133,0.032423262,-0.018896962,0.016286002,-0.031535297,-0.016914752,-0.002742824,-0.018900777,-0.032447685,0.016556479,0.014340133,-0.062469502,-0.040403327,0.017198468,0.064422658,0.034409983,-0.070400927,0.069004947,0.021625629
1150,0.008085796,-0.008311446,-0.004386969,0.009460349,-0.004423626,0.008377248,-0.005122168,-0.004554628,0.002406897,-0.00442569,-0.009463305,0.008462503,0.001575968,-0.029832492,-0.01461566,0.00283093,0.02963497,0.013153339,-0.029198729,0.031261018,0.007587052
1155,0.001363296,-0.007918936,0.002855041,0.001563111,0.002841876,0.007941975,0.006921878,0.00151198,0.006816721,0.002840733,-0.001563372,0.007969559,-0.00391939,-0.026586029,-0.008974186,-0.003334033,0.02635598,0.007686501,-0.023435462,0.027214538,0.002802418
1160,-0.002046955,-0.011750312,0.008584502,-0.002016574,0.008580254,0.011757413,0.017160312,0.005910188,0.012865127,0.008579287,0.002015545,0.011767304,-0.00871935,-0.037903355,-0.011809584,-0.008449422,0.038412533,0.008532961,-0.032694627,0.039287532,0.001507934
1165,-0.004555389,-0.018896838,0.015213143,-0.004548324,0.015212408,0.018897847,0.029650665,0.010752838,0.021606212,0.015211143,0.004546102,0.018902485,-0.01477034,-0.06028761,-0.019647224,-0.014696282,0.06195923,0.012755873,-0.052081171,0.063226651,0.001705303
1170,-0.007006112,-0.029902101,0.024096132,-0.007001035,0.024096961,0.02990036,0.046574626,0.017203919,0.034285521,0.024095025,0.006997489,0.029903722,-0.023162964,-0.095893415,-0.032481242,-0.02327248,0.099198155,0.02003921,-0.082810451,0.101154563,0.003094313
1175,-0.009414732,-0.046333385,0.036430797,-0.009408246,0.036432529,0.046329828,0.069843886,0.026297995,0.052729529,0.036429489,0.009403028,0.046333198,-0.035024503,-0.151264485,-0.052252625,-0.035367768,0.156926707,0.031355147,-0.12992535,0.159902398,0.006444369
1180,-0.010998516,-0.070777479,0.053582153,-0.01098972,0.053584481,0.070772149,0.101277133,0.039337498,0.079568974,0.053579706,0.010982202,0.070775697,-0.051821925,-0.238979615,-0.082788742,-0.052510761,0.248168258,0.048666228,-0.202948007,0.252508707,0.014031781
1185,-0.00967241,-0.106892399,0.07720149,-0.009661023,0.077203751,0.106885128,0.141852942,0.058224349,0.11829164,0.077196254,0.009650441,0.106887822,-0.075606868,-0.382817865,-0.130451751,-0.076854081,0.397382045,0.074821197,-0.318866684,0.403123358,0.031508552
1190,-0.001243183,-0.158515918,0.109196195,-0.001230981,0.109195735,0.158507376,0.189207972,0.085850891,0.172262494,0.109183965,0.001217701,0.158505024,-0.109344849,-0.629989275,-0.204665017,-0.111597733,0.652674729,0.112346694,-0.508900125,0.658098134,0.073382654
1195,0.019839862,-0.21822518,0.158607419,0.019841799,0.158594937,0.218220412,0.226278219,0.134083044,0.234104742,0.15857714,-0.019852183,0.21819893,-0.152329938,-1.081894074,-0.31160915,-0.156480443,1.115233195,0.152711872,-0.84204595,1.111123447,0.176627964
1200,-0.128359552,-0.079173671,0.451344286,-0.078237938,0.451463889,0.079102673,-0.02508758,0.446830868,0.106225016,0.45143797,0.078169415,0.079195866,-0.103509972,-1.754268169,-0.222384614,-0.108132231,1.76773656,-0.033421052,-1.688671332,1.743299383,0.26431937
1205,0.312794568,-0.451295965,-0.259758442,-0.344074748,-0.263465141,0.450117149,0.620671262,-0.269056404,0.44313504,-0.26361725,0.344025043,0.45051756,-0.53581099,-0.034498501,0.210997264,-0.524619792,0.002598429,-0.213260407,0.230986764,0.084496466,-0.143786197
1210,-0.142525076,-0.172288696,-0.119971079,0.227273782,-0.125272718,0.168616908,-0.105211283,-0.115830098,0.173932402,-0.125269572,-0.227385967,0.168614678,-0.122746167,-0.667233659,-0.353883352,-0.119399384,0.711536766,0.254599227,1.864532817,0.653387998,0.393094147
1215,-0.018627165,4.92E-04,-0.051363649,-0.117338426,-0.051186235,3.76E-05,0.100904043,-0.050826428,0.002667122,-0.051167312,0.117314455,7.29E-05,-0.0149015,-0.382461974,0.063125999,-0.012658894,0.369190647,-0.117895886,-1.024098568,0.380543705,-0.094184181
1220,0.045969031,0.001256553,0.016970256,-0.012436036,0.016867114,-0.001182085,0.015751037,0.016775911,-0.001656763,0.016865394,0.012554668,-0.001241871,-0.00209544,-0.036178341,0.008766434,-8.47E-05,0.03454985,-0.013183505,0.336083996,0.037057512,-0.008632763
1225,-0.02914345,0.006271779,-0.001392463,-0.016343464,-0.001413013,-0.006242121,0.030940951,-0.002111131,-0.006466342,-0.001403413,0.016411523,-0.00635447,0.003456643,3.43E-04,0.018641731,0.005119485,-0.003018864,-0.01715509,-0.169565453,0.002933618,-0.016809182
1230,-0.00446589,0.001043137,3.83E-04,-0.002576789,3.73E-04,-0.001052679,0.009336225,2.51E-04,-0.001235594,3.71E-04,0.002577682,-0.001101849,6.05E-05,-5.61E-04,0.003542159,9.80E-04,6.43E-05,-0.002719189,0.006310334,0.001382618,-0.00252621
